지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
108,2021-07-13,28.8,26.3,429.0,31.5,1431,,,,,,,5.9,160.0,1003.0,3.7,290.0,1641.0,1.7,1432.0,24.0,62,1435,76.1,29.9,999.8,1010.6,2255.0,1008.6,1542.0,1009.4,14.6,1.4,1100.0,1.71,11.59,,,,,,6.8,4.8,28.5,23.6,28.8,28.0,27.4,26.9,25.8,22.9,21.8,16.5,14.5,2.8,4.0,,
108,2021-07-14,29.7,26.1,447.0,33.5,1508,,,,,,,7.6,200.0,1231.0,4.2,160.0,1055.0,2.2,1905.0,23.7,56,1537,71.4,29.4,1002.1,1013.5,2400.0,1010.3,1827.0,1011.7,14.5,7.1,1200.0,3.28,22.48,,,,,,7.0,2.0,30.6,22.8,29.8,28.8,27.8,27.2,26.0,23.1,21.9,16.5,14.6,4.8,6.8,0.0,
108,2021-07-15,29.1,25.9,2344.0,34.5,1347,2.07,0.0,,0.0,,0.0,9.4,50.0,1800.0,4.6,250.0,1444.0,2.1,1789.0,23.1,51,1310,71.1,28.3,1004.5,1015.6,2233.0,1012.9,1545.0,1014.2,14.5,8.7,1200.0,2.93,22.77,,,,,,5.1,3.9,31.8,22.9,30.4,29.4,28.6,27.9,26.6,23.3,22.0,16.6,14.6,4.8,6.9,0.0,
108,2021-07-16,28.8,24.2,508.0,35.2,1538,,,,,,,16.5,360.0,1848.0,7.4,50.0,1855.0,2.2,1888.0,22.0,44,1554,68.4,26.6,1004.3,1016.2,710.0,1010.8,1758.0,1014.0,14.5,10.5,1100.0,3.36,26.76,,,,,,3.5,2.9,32.5,21.6,30.4,29.5,28.8,28.2,26.9,23.5,22.1,16.6,14.6,5.8,8.3,,
108,2021-07-17,29.1,24.7,521.0,32.8,1557,0.17,0.0,,0.0,,0.0,8.5,90.0,1159.0,4.2,160.0,1350.0,2.3,1959.0,21.0,50,1338,63.1,24.9,1002.1,1013.8,1.0,1009.3,1742.0,1011.7,14.5,8.9,1300.0,3.19,22.58,,,,,,4.8,3.1,32.4,21.6,30.4,29.5,28.9,28.4,27.3,23.8,22.2,16.7,14.7,5.1,7.4,0.0,
108,2021-07-18,29.6,25.7,551.0,34.1,1546,,,,,,,7.6,160.0,2213.0,4.2,160.0,2217.0,2.1,1814.0,21.3,46,1552,62.5,25.4,1001.4,1012.2,2334.0,1009.1,1704.0,1011.0,14.5,8.4,1400.0,2.94,23.37,,,,,,5.6,3.5,33.1,22.5,30.6,29.7,29.0,28.5,27.3,24.0,22.4,16.7,14.7,5.1,7.3,,
108,2021-07-19,26.4,24.0,1532.0,30.5,1134,5.0,26.6,1435.0,65.7,1406.0,67.4,8.5,290.0,1523.0,4.9,340.0,1439.0,1.9,1642.0,22.4,61,1045,80.1,27.1,1003.4,1014.6,2353.0,1011.6,127.0,1013.2,14.4,3.1,900.0,1.89,10.07,,,,,,6.9,5.3,28.0,21.9,27.4,27.9,27.5,27.7,27.5,24.2,22.5,16.8,14.7,2.1,3.1,67.4,
108,2021-07-20,27.9,23.6,532.0,31.8,1159,0.83,0.0,,0.0,,0.0,6.0,230.0,1648.0,3.6,250.0,1651.0,1.5,1300.0,23.0,58,1205,75.8,28.0,1004.4,1015.4,732.0,1012.7,1709.0,1014.1,14.4,3.4,1100.0,2.77,14.62,,,,,,7.6,1.6,28.9,21.2,28.1,27.4,27.1,27.0,26.3,25.4,23.6,17.1,14.8,3.2,4.5,0.0,
108,2021-07-21,30.5,25.3,556.0,35.3,1654,,,,,,,6.0,110.0,1406.0,3.0,140.0,1758.0,1.7,1431.0,22.3,40,1710,64.0,27.0,1002.9,1014.3,650.0,1010.0,1717.0,1012.4,14.4,11.3,1200.0,2.76,24.1,,,,,,3.5,0.9,30.5,22.0,29.5,28.7,28.0,27.5,26.6,24.9,23.6,17.3,14.8,5.3,7.5,,
108,2021-07-22,31.2,26.5,621.0,35.9,1615,,,,,,,6.7,180.0,1100.0,3.7,50.0,1103.0,2.0,1733.0,21.9,37,1412,59.8,26.4,1000.9,1012.3,22.0,1008.4,1824.0,1010.4,14.4,11.4,1200.0,3.59,27.69,,,,,,4.0,0.4,31.4,22.8,30.5,29.6,28.9,28.3,27.1,24.8,23.6,17.3,14.8,6.2,8.9,,
108,2021-07-23,31.2,27.2,541.0,35.8,1604,,,,,,,6.2,110.0,1410.0,3.6,160.0,1418.0,1.8,1531.0,22.7,42,1539,61.8,27.6,999.3,1010.7,645.0,1006.7,1600.0,1008.8,14.3,12.4,1300.0,3.43,26.91,,,,,,2.3,1.1,32.2,22.7,31.3,30.4,29.6,29.0,27.7,24.8,23.5,17.3,14.9,6.0,8.6,,
108,2021-07-24,31.7,26.9,548.0,36.5,1508,,,,,,,7.0,160.0,1407.0,4.2,160.0,1407.0,1.7,1488.0,21.7,37,1509,57.4,26.1,998.2,1009.4,712.0,1005.9,1606.0,1007.7,14.3,12.3,1300.0,3.46,27.78,,,,,,3.0,0.5,32.6,23.0,31.8,30.8,30.0,29.4,28.1,25.0,23.6,17.3,14.9,6.3,9.0,,
108,2021-07-25,31.5,27.2,542.0,35.9,1547,,,,,,,8.8,140.0,1036.0,4.4,160.0,1141.0,2.0,1746.0,21.3,40,1252,55.8,25.3,996.5,1007.7,602.0,1003.9,1831.0,1006.0,14.3,13.0,1200.0,3.48,27.63,,,,,,4.9,1.6,34.2,22.3,31.9,31.0,30.3,29.7,28.4,25.1,23.6,17.4,14.9,6.5,9.3,,
108,2021-07-26,31.2,27.4,608.0,35.4,1521,,,,,,,7.3,110.0,1138.0,4.3,160.0,1608.0,2.4,2047.0,20.8,40,1431,54.9,24.5,994.6,1005.9,1.0,1002.2,1725.0,1004.0,14.3,13.2,1200.0,3.58,29.3,,,,,,1.6,0.9,35.3,24.4,32.3,31.3,30.5,29.9,28.6,25.3,23.7,17.4,15.0,7.0,9.9,,
108,2021-07-27,31.1,27.8,601.0,35.7,1520,,,,,,,7.8,290.0,1756.0,4.6,250.0,1657.0,2.1,1797.0,22.4,43,1542,60.5,27.1,992.9,1004.0,1.0,1000.2,1604.0,1002.3,14.2,7.3,1100.0,2.22,17.22,,,,,,3.9,3.9,33.3,24.8,31.4,30.8,30.3,29.9,28.9,25.5,23.8,17.5,15.0,4.3,6.1,,
108,2021-07-28,30.4,27.1,600.0,34.7,1456,1.33,0.0,,0.0,,0.0,7.2,270.0,1643.0,4.9,250.0,1645.0,1.9,1613.0,23.4,52,1459,67.4,28.8,992.5,1003.5,653.0,1000.4,1603.0,1002.0,14.2,6.5,1100.0,2.89,16.37,,,,,,3.8,2.5,33.5,24.9,31.1,30.4,29.9,29.6,28.7,25.7,24.0,17.5,15.0,3.5,5.0,0.0,
108,2021-07-29,29.6,27.0,529.0,33.3,1303,,,,,,,6.8,290.0,1658.0,3.9,270.0,1701.0,2.0,1705.0,23.3,57,1422,69.9,28.6,991.9,1003.1,801.0,999.9,1625.0,1001.4,14.2,2.2,1200.0,2.35,14.86,,,,,,6.8,2.0,31.3,24.0,30.8,30.0,29.5,29.3,28.6,25.8,24.1,17.6,15.1,3.7,5.3,,
108,2021-07-30,30.5,25.8,559.0,35.4,1406,,,,,,,7.6,110.0,1449.0,4.1,140.0,1449.0,2.1,1784.0,22.3,44,1503,63.1,26.9,990.5,1001.5,410.0,997.8,1702.0,999.9,14.2,7.7,1200.0,3.41,21.86,,,,,,6.5,5.0,33.5,22.5,31.2,30.2,29.6,29.2,28.4,25.8,24.2,17.6,15.1,5.0,7.2,3.0,
108,2021-07-31,29.8,26.8,538.0,34.3,1457,2.75,2.4,251.0,2.4,201.0,3.0,6.9,180.0,1509.0,4.3,270.0,1855.0,2.5,2156.0,23.4,52,1557,69.9,28.8,990.6,1001.1,654.0,998.5,1611.0,1000.1,14.1,7.7,1300.0,3.27,21.19,,,,,,6.9,4.4,31.6,25.0,31.6,30.7,30.0,29.5,28.7,25.9,24.3,17.7,15.2,4.6,6.5,0.0,
108,2021-08-01,27.1,25.1,2345.0,28.8,1237,13.42,7.3,1917.0,8.7,1909.0,21.0,8.3,140.0,1923.0,4.7,160.0,1924.0,1.3,1126.0,23.6,71,1,81.8,29.2,991.0,1001.9,2231.0,998.7,1529.0,1000.5,14.1,0.0,1100.0,1.31,6.56,,,,,,9.8,5.3,28.3,24.2,29.3,29.0,29.1,29.1,28.7,26.0,24.4,17.8,15.2,1.3,1.9,22.7,
108,2021-08-02,26.5,25.0,17.0,28.6,1725,6.92,0.4,752.0,1.4,743.0,1.7,5.6,200.0,946.0,3.4,200.0,955.0,1.6,1362.0,23.2,69,1703,82.6,28.4,993.6,1005.7,2350.0,1000.9,146.0,1003.2,14.1,0.6,1400.0,1.37,8.42,,,,,,9.0,6.6,27.8,23.6,28.7,28.1,28.1,28.2,28.1,26.0,24.5,17.9,15.2,2.0,2.9,0.0,
108,2021-08-03,28.0,24.1,538.0,31.4,1441,0.35,0.0,,0.0,,0.0,9.7,160.0,1556.0,5.5,160.0,1559.0,1.8,1512.0,23.4,60,1722,76.9,28.8,997.7,1009.2,2338.0,1005.4,52.0,1007.3,14.0,4.3,1400.0,2.02,13.25,,,,,,6.1,4.8,29.0,22.3,28.8,28.2,27.9,27.9,27.7,26.0,24.6,17.9,15.3,2.8,4.0,0.0,
108,2021-08-04,28.9,26.3,532.0,33.2,1426,,,,,,,7.6,250.0,1849.0,4.3,180.0,1453.0,2.0,1743.0,22.8,51,1445,70.6,27.7,998.8,1009.7,727.0,1006.6,1551.0,1008.4,14.0,6.1,1300.0,2.82,19.55,,,,,,5.9,2.0,29.9,23.3,30.0,29.2,28.6,28.3,27.7,25.9,24.6,18.0,15.3,4.4,6.4,,
108,2021-08-05,29.4,25.6,407.0,33.7,1511,,,,,,,7.1,290.0,1827.0,4.1,290.0,1655.0,2.1,1775.0,22.6,53,1454,68.1,27.5,996.4,1008.4,1.0,1003.8,1723.0,1005.9,14.0,8.9,1200.0,2.66,20.51,,,,,,4.6,4.4,30.7,22.5,30.0,29.3,28.9,28.6,28.0,25.9,24.7,18.1,15.3,4.5,6.4,,
108,2021-08-06,28.1,26.0,2332.0,32.2,1304,,,,,,,16.4,290.0,1424.0,8.3,320.0,1427.0,2.1,1842.0,21.5,57,1157,68.4,25.7,994.0,1005.2,1.0,1001.0,1905.0,1003.6,13.9,6.3,1400.0,2.91,18.13,,,,,,7.4,3.5,33.8,23.3,29.7,29.2,28.9,28.7,28.1,25.9,24.7,18.2,15.4,4.0,5.7,,
108,2021-08-07,28.0,23.4,547.0,32.3,1616,,,,,,,6.5,290.0,1533.0,4.0,340.0,1756.0,2.1,1792.0,20.4,48,1755,65.0,24.0,993.5,1004.0,814.0,1001.4,1735.0,1003.1,13.9,11.3,1400.0,2.86,23.48,,,,,,3.3,0.3,35.3,19.2,29.6,29.0,28.6,28.5,28.0,26.0,24.7,18.2,15.4,4.8,6.8,,
108,2021-08-08,26.8,24.4,607.0,32.1,1324,4.58,7.8,1529.0,11.6,1522.0,12.7,9.5,50.0,1608.0,4.3,50.0,2246.0,1.7,1506.0,21.7,57,1326,74.8,26.1,993.4,1004.0,745.0,1001.7,1458.0,1003.0,13.9,2.0,1000.0,2.35,11.91,,,,,,8.1,2.3,28.9,20.4,28.9,28.4,28.3,28.4,28.0,26.0,24.8,18.3,15.5,2.9,4.2,12.7,
108,2021-08-09,28.3,23.3,455.0,33.6,1530,,,,,,,8.3,20.0,1921.0,4.8,340.0,1714.0,2.3,2018.0,20.0,42,1509,62.4,23.4,993.6,1005.5,2357.0,1001.4,1546.0,1003.1,13.8,8.6,1200.0,3.3,24.73,,,,,,5.6,5.3,31.7,19.9,28.7,28.1,27.8,27.8,27.5,26.0,24.8,18.4,15.5,5.8,8.4,,
108,2021-08-10,27.7,24.3,549.0,32.2,1528,,,,,,,8.7,200.0,1431.0,4.4,200.0,1436.0,2.3,2025.0,19.7,46,1555,62.5,22.9,997.5,1009.6,2304.0,1005.4,1.0,1007.1,13.8,8.5,1400.0,2.53,20.07,,,,,,4.5,2.5,31.1,21.2,29.1,28.5,28.2,28.1,27.7,25.9,24.8,18.5,15.5,4.1,5.9,0.0,
108,2021-08-11,27.4,24.1,630.0,31.6,1624,1.25,0.0,,0.0,,0.0,6.4,320.0,2054.0,3.9,320.0,2054.0,2.0,1768.0,21.3,49,1630,70.3,25.4,1000.1,1011.5,1022.0,1008.1,1729.0,1009.8,13.8,5.3,1100.0,2.29,16.55,,,,,,5.8,2.4,31.5,20.6,28.8,28.2,28.0,28.0,27.6,25.9,24.9,18.5,15.6,3.8,5.5,,
108,2021-08-12,26.8,24.0,2305.0,31.7,1432,1.08,0.0,,0.0,,0.0,12.9,110.0,1748.0,4.6,110.0,1751.0,1.8,1559.0,19.9,52,1759,67.1,23.3,999.6,1011.0,823.0,1007.5,1559.0,1009.2,13.7,4.4,1100.0,2.76,14.8,,,,,,5.9,2.1,29.6,20.0,28.7,28.1,28.0,27.9,27.5,25.9,24.9,18.6,15.6,3.3,4.7,0.0,
108,2021-08-13,26.6,23.4,201.0,30.1,1620,,,,,,,6.4,70.0,1431.0,3.5,50.0,1432.0,2.0,1715.0,20.6,57,1501,70.4,24.2,996.7,1008.1,119.0,1004.5,1741.0,1006.3,13.7,1.7,1400.0,1.83,12.03,,,,,,8.0,0.3,28.8,19.7,27.9,27.4,27.4,27.5,27.4,25.8,24.9,18.7,15.7,2.9,4.1,,
108,2021-08-14,26.1,23.4,603.0,30.5,1449,,,,,,,10.2,50.0,2036.0,4.8,50.0,2039.0,3.0,2576.0,18.5,51,1427,63.9,21.4,998.3,1011.4,2345.0,1005.7,230.0,1007.9,13.7,4.5,1300.0,2.5,15.6,,,,,,6.5,2.1,29.6,21.1,27.9,27.4,27.2,27.4,27.1,25.8,24.9,18.7,15.7,4.3,6.1,,
108,2021-08-15,26.9,21.7,457.0,32.4,1614,,,,,,,7.0,70.0,1252.0,3.7,50.0,1255.0,2.3,1984.0,18.0,41,1638,59.6,20.7,1003.6,1015.1,2354.0,1011.3,13.0,1013.4,13.6,10.2,1300.0,3.24,23.31,,,,,,1.8,1.8,30.6,18.8,28.3,27.6,27.3,27.2,27.0,25.7,24.9,18.8,15.7,5.3,7.6,,
108,2021-08-16,27.3,22.5,611.0,32.8,1627,0.92,0.0,,0.0,,0.0,6.9,70.0,449.0,3.7,160.0,1825.0,2.3,2007.0,18.8,39,1603,61.1,21.7,1004.0,1016.1,647.0,1011.2,1617.0,1013.7,13.6,10.4,1200.0,3.1,23.19,,,,,,3.8,2.9,33.6,20.5,28.9,28.2,27.8,27.6,27.2,25.7,24.9,18.8,15.8,5.2,7.4,0.0,
108,2021-08-17,25.9,21.9,2357.0,31.3,1347,4.67,1.2,1957.0,5.3,1944.0,9.3,9.6,110.0,1731.0,4.6,70.0,1722.0,2.4,2107.0,18.3,46,1411,65.0,21.1,1000.2,1013.2,2.0,1006.6,1702.0,1009.9,13.5,5.8,1100.0,3.14,17.49,,,,,,5.5,4.4,30.6,20.3,28.5,28.1,27.9,27.8,27.4,25.7,24.9,18.9,15.8,3.7,5.3,13.8,
108,2021-08-18,24.3,20.6,806.0,31.0,1511,3.97,1.3,742.0,2.9,713.0,5.6,9.7,70.0,1835.0,5.4,50.0,1838.0,2.8,2452.0,18.0,48,1502,69.6,20.7,1000.4,1012.0,934.0,1008.2,1551.0,1010.2,13.5,5.8,1200.0,3.33,17.87,,,,,,5.3,3.9,25.1,18.7,26.9,26.5,26.7,27.0,27.2,25.7,24.9,19.0,15.9,4.5,6.4,1.1,
108,2021-08-19,26.0,21.0,429.0,31.5,1533,,,,,,,8.6,110.0,1911.0,4.0,50.0,417.0,2.6,2231.0,16.6,42,1519,57.1,18.8,1001.6,1012.4,1040.0,1009.8,1521.0,1011.3,13.5,8.6,1100.0,3.1,20.95,,,,,,4.0,3.8,29.1,18.4,26.8,26.3,26.3,26.5,26.7,25.7,24.9,19.0,15.9,4.9,7.0,0.0,
108,2021-08-20,26.6,22.6,609.0,30.7,1641,0.58,0.0,,0.0,,0.0,10.3,160.0,2303.0,5.1,140.0,2308.0,2.3,1997.0,18.9,50,1631,63.6,21.9,1001.4,1012.6,636.0,1009.1,1724.0,1011.0,13.5,5.5,1000.0,2.64,17.21,,,,,,6.9,4.1,28.9,20.5,27.5,27.0,26.8,26.9,26.6,25.6,24.9,19.1,15.9,3.7,5.3,0.8,
108,2021-08-21,23.8,21.0,1312.0,25.5,1600,11.33,11.9,1252.0,27.9,1219.0,62.8,11.4,290.0,1254.0,6.7,290.0,1302.0,2.7,2323.0,21.5,76,552,88.1,25.7,993.1,1009.8,1.0,996.8,1237.0,1002.8,13.4,1.0,1400.0,2.45,6.31,,,,,,8.8,5.8,25.7,20.7,25.9,25.6,25.9,26.4,26.8,25.5,24.9,19.1,16.0,1.3,1.9,62.0,0.27
108,2021-08-22,24.4,22.4,524.0,27.0,1319,1.0,0.0,,0.0,,0.0,8.3,230.0,1200.0,4.4,230.0,1020.0,2.1,1824.0,20.9,63,1327,81.5,24.7,998.3,1010.5,2357.0,1004.9,1.0,1008.0,13.4,0.7,1200.0,2.03,8.64,,,,,,8.6,3.5,24.7,19.3,25.9,25.4,25.2,25.6,25.8,25.5,24.9,19.2,16.0,1.9,2.7,,
108,2021-08-23,22.4,21.0,2132.0,24.0,1124,11.33,0.5,1849.0,2.0,1823.0,7.4,7.9,90.0,1940.0,3.3,90.0,1837.0,2.0,1752.0,20.5,78,1135,89.3,24.1,998.7,1011.0,208.0,1003.3,2347.0,1008.4,13.3,0.0,1100.0,0.52,3.81,,,,,,9.5,4.9,22.9,18.8,24.9,24.6,24.8,25.3,25.7,25.3,24.9,19.2,16.1,0.9,1.3,8.2,
108,2021-08-24,23.4,21.1,1.0,26.4,1524,12.58,1.3,1336.0,2.8,1215.0,10.5,10.5,200.0,1907.0,6.1,200.0,1733.0,2.9,2529.0,22.3,89,109,93.6,27.0,989.8,1004.1,2400.0,996.5,1302.0,999.5,13.3,0.0,1000.0,0.79,4.58,,,,,,10.0,7.3,24.0,20.4,24.7,24.3,24.3,24.7,25.2,25.1,24.8,19.3,16.1,1.0,1.4,10.0,
108,2021-08-25,25.0,23.5,603.0,27.3,1502,4.25,0.2,,0.3,150.0,0.3,6.8,140.0,1207.0,3.8,160.0,1729.0,1.8,1548.0,22.2,73,1529,85.5,26.8,996.4,1009.1,2358.0,1003.9,119.0,1006.0,13.3,0.7,1400.0,1.75,8.96,,,,,,8.4,5.4,26.7,20.0,25.9,25.3,25.0,25.0,25.1,24.9,24.7,19.3,16.2,1.9,2.7,0.0,
108,2021-08-26,25.5,22.9,523.0,27.9,1442,1.17,0.7,1526.0,0.7,1520.0,0.7,8.7,180.0,1610.0,5.0,180.0,1401.0,2.5,2118.0,22.7,75,1440,84.9,27.6,1001.8,1012.8,2005.0,1008.9,20.0,1011.5,13.2,0.2,1400.0,1.36,8.07,,,,,,8.1,5.1,25.9,20.4,26.2,25.5,25.3,25.4,25.3,24.8,24.7,19.4,16.2,1.7,2.5,0.8,
108,2021-08-27,22.4,20.4,2317.0,25.5,1,10.38,0.3,1400.0,0.7,1318.0,0.9,4.9,250.0,826.0,3.2,250.0,827.0,1.3,1111.0,19.4,67,836,83.5,22.6,1003.2,1014.4,2343.0,1011.7,1530.0,1013.1,13.2,0.0,1200.0,0.44,3.01,,,,,,9.1,4.0,23.1,17.6,25.3,25.0,25.1,25.4,25.5,24.8,24.6,19.4,16.2,0.9,1.3,0.8,
108,2021-08-28,23.6,19.7,615.0,28.2,1443,,,,,,,7.3,270.0,1620.0,3.9,270.0,1628.0,1.8,1568.0,19.8,57,1506,80.4,23.1,1004.2,1015.5,652.0,1012.7,1833.0,1014.0,13.1,3.8,1100.0,2.61,15.44,,,,,,8.4,4.1,25.1,17.1,25.3,24.7,24.5,24.7,25.0,24.7,24.6,19.4,16.3,2.9,4.1,0.9,
108,2021-08-29,23.7,21.9,752.0,26.3,1640,3.17,0.5,126.0,0.7,122.0,0.9,5.6,340.0,636.0,3.4,320.0,639.0,1.6,1379.0,20.4,65,1744,82.6,24.0,1004.0,1015.5,2341.0,1012.6,1528.0,1013.8,13.1,1.0,1100.0,1.87,9.6,,,,,,8.6,4.4,24.3,19.1,25.6,25.2,25.1,25.2,25.1,24.6,24.5,19.5,16.3,1.9,2.7,,
108,2021-08-30,24.2,21.2,605.0,27.7,1543,1.17,0.0,,0.0,,0.0,4.5,270.0,1950.0,2.9,250.0,1935.0,1.4,1242.0,19.8,57,1447,77.5,23.1,1005.9,1016.8,935.0,1014.4,1549.0,1015.7,13.1,1.1,1300.0,1.78,12.46,,,,,,8.3,5.6,25.3,19.0,25.7,25.1,24.9,25.1,25.1,24.5,24.4,19.5,16.3,2.4,3.4,0.1,
108,2021-08-31,20.5,18.1,1810.0,23.1,1,16.55,4.4,2230.0,12.4,1356.0,77.4,9.3,70.0,1707.0,4.9,70.0,1710.0,2.3,1949.0,19.2,77,22,93.3,22.3,1004.6,1016.4,645.0,1010.5,2354.0,1014.5,13.0,0.0,900.0,0.4,2.39,,,,,,9.9,6.0,21.2,17.8,23.6,23.5,24.1,24.7,25.1,24.5,24.4,19.5,16.4,0.7,1.0,78.1,
108,2021-09-01,21.4,18.5,121.0,23.9,1525,4.08,0.7,1.0,3.1,-2331.0,0.8,9.1,50.0,1431.0,4.7,50.0,1436.0,2.9,2547.0,18.2,71,2147,83.1,21.0,999.7,1010.8,2312.0,1008.0,503.0,1009.5,13.0,0.0,1300.0,1.26,7.24,,,,,,9.3,7.5,22.4,18.5,22.5,22.1,22.2,22.9,23.7,24.5,24.8,20.5,16.4,1.9,2.7,0.0,
108,2021-09-02,23.5,20.7,551.0,26.7,1359,,,,,,,6.4,50.0,905.0,3.4,70.0,754.0,2.1,1843.0,17.6,56,1404,70.3,20.2,999.9,1011.6,1017.0,1007.8,1651.0,1009.7,13.0,1.4,1200.0,2.27,13.24,,,,,,8.3,7.3,24.4,18.2,24.1,23.5,23.2,23.4,23.6,24.2,24.7,20.7,16.5,3.0,4.3,,
108,2021-09-03,24.3,20.6,455.0,29.2,1543,,,,,,,7.6,50.0,2317.0,4.0,50.0,1137.0,2.4,2104.0,15.6,38,1445,60.3,17.8,999.8,1012.4,2346.0,1007.9,1551.0,1009.5,12.9,11.2,1200.0,3.3,24.64,,,,,,1.9,1.9,26.7,18.3,25.2,24.5,24.2,24.1,23.9,24.0,24.5,20.4,16.5,5.3,7.6,,
108,2021-09-04,23.2,18.5,548.0,28.6,1505,,,,,,,7.2,50.0,1857.0,3.7,70.0,1014.0,2.7,2298.0,14.0,45,1326,57.0,16.0,1005.3,1017.4,2354.0,1012.4,1.0,1015.1,12.9,9.3,1200.0,3.13,20.58,,,,,,4.4,0.5,25.7,16.1,24.7,24.2,24.2,24.4,24.3,23.9,24.3,20.2,16.6,4.7,6.8,,
108,2021-09-05,23.1,19.4,458.0,27.3,1311,,,,,,,10.3,90.0,1227.0,4.9,50.0,1656.0,3.2,2763.0,15.1,51,1253,61.1,17.2,1008.4,1020.1,2315.0,1016.8,1527.0,1018.2,12.8,4.6,1200.0,2.88,15.83,,,,,,5.8,1.6,23.8,16.8,24.3,23.9,23.9,24.2,24.3,23.9,24.2,20.1,16.6,4.0,5.7,,
108,2021-09-06,22.3,18.0,2345.0,26.4,1252,9.17,1.2,2014.0,4.0,2138.0,12.0,11.7,70.0,1108.0,5.5,70.0,952.0,3.2,2789.0,16.2,51,1219,70.1,18.5,1006.1,1020.0,1.0,1013.0,1818.0,1016.0,12.8,2.4,1100.0,2.12,12.02,,,,,,8.9,3.4,23.2,17.2,23.9,23.5,23.7,24.0,24.2,23.8,24.1,20.1,16.7,2.6,3.7,23.7,
108,2021-09-07,19.6,17.6,112.0,20.9,1629,22.58,2.4,919.0,6.6,852.0,29.6,8.5,70.0,49.0,4.4,50.0,105.0,2.3,1964.0,19.2,94,1,98.1,22.3,997.9,1013.9,1.0,1005.2,1633.0,1007.8,12.8,0.0,1200.0,0.27,1.8,,,,,,10.0,7.8,20.4,17.1,22.2,21.9,22.4,23.1,23.8,23.8,24.0,20.0,16.7,0.6,0.8,19.5,
108,2021-09-08,22.2,19.0,543.0,26.9,1428,6.67,0.3,231.0,0.7,149.0,1.6,6.8,270.0,1410.0,4.2,270.0,1614.0,1.7,1450.0,18.5,58,1420,81.3,21.3,1000.5,1013.3,2358.0,1007.2,1.0,1010.3,12.7,7.1,1100.0,2.81,18.18,,,,,,4.5,4.5,23.7,15.0,23.8,23.2,22.8,23.0,23.2,23.6,23.9,20.0,16.7,3.3,4.8,,
108,2021-09-09,23.5,19.1,432.0,29.1,1610,,,,,,,4.6,50.0,1041.0,3.0,20.0,1008.0,1.5,1277.0,18.7,47,1501,76.5,21.7,1003.6,1014.7,659.0,1011.8,1534.0,1013.4,12.7,8.0,1300.0,3.01,18.9,,,,,,6.5,1.5,25.5,14.7,24.5,23.9,23.6,23.6,23.5,23.5,23.9,20.1,16.8,3.3,4.7,,
108,2021-09-10,23.6,19.5,615.0,28.9,1423,,,,,,,7.4,290.0,1712.0,4.3,290.0,1715.0,1.9,1684.0,18.8,49,1427,76.0,21.7,1003.2,1014.0,852.0,1011.1,1534.0,1013.0,12.6,6.4,1200.0,3.01,16.96,,,,,,3.9,2.1,25.6,14.9,25.0,24.4,24.1,24.1,23.9,23.4,23.8,20.1,16.8,3.5,4.9,,
108,2021-09-11,24.0,19.9,619.0,29.4,1449,,,,,,,9.2,360.0,1833.0,5.6,320.0,1842.0,1.7,1459.0,18.5,49,1453,73.1,21.3,1002.7,1014.3,720.0,1010.3,1515.0,1012.5,12.6,8.7,1300.0,3.02,19.54,,,,,,2.0,2.0,25.8,15.5,25.3,24.6,24.4,24.4,24.1,23.4,23.7,20.1,16.9,4.0,5.7,,
108,2021-09-12,24.2,19.2,624.0,29.8,1557,,,,,,,6.8,290.0,1409.0,4.4,320.0,1230.0,1.8,1581.0,16.8,41,1609,64.6,19.1,1003.2,1015.3,2341.0,1010.8,113.0,1013.0,12.6,10.2,1200.0,3.12,22.15,,,,,,1.9,1.5,26.4,15.4,25.3,24.7,24.5,24.6,24.2,23.5,23.7,20.1,16.9,4.8,6.8,,
